time_fs,time_ps,n_hbonds,betti_0,betti_1,betti_2,euler_characteristic
2256.0,2.256,155,1,54,0,-53
2256.5,2.2565,155,1,54,0,-53
2257.0,2.257,155,1,54,0,-53
2257.5,2.2575,156,1,55,0,-54
2258.0,2.258,156,1,55,0,-54
2258.5,2.2585,156,1,55,0,-54
2259.0,2.259,156,1,55,0,-54
2259.5,2.2595,154,1,53,0,-52
2260.0,2.26,154,1,53,0,-52
2260.5,2.2605,154,1,53,0,-52
2261.0,2.261,153,1,53,0,-52
2261.5,2.2615,154,1,54,0,-53
2262.0,2.262,153,1,53,0,-52
2262.5,2.2625,153,1,52,0,-51
2263.0,2.263,152,1,52,0,-51
2263.5,2.2635,151,1,51,0,-50
2264.0,2.264,153,1,53,0,-52
2264.5,2.2645,152,1,52,0,-51
2265.0,2.265,150,1,53,0,-52
2265.5,2.2655,149,1,52,0,-51
2266.0,2.266,150,1,53,0,-52
2266.5,2.2665,151,1,54,0,-53
2267.0,2.267,151,1,54,0,-53
2267.5,2.2675,152,1,55,0,-54
2268.0,2.268,152,1,55,0,-54
2268.5,2.2685,152,1,55,0,-54
2269.0,2.269,151,1,54,0,-53
2269.5,2.2695,152,1,54,0,-53
2270.0,2.27,152,1,53,0,-52
2270.5,2.2705,152,1,53,0,-52
2271.0,2.271,152,1,53,0,-52
2271.5,2.2715,153,1,54,0,-53
2272.0,2.272,154,1,55,0,-54
2272.5,2.2725,154,1,55,0,-54
2273.0,2.273,154,1,55,0,-54
2273.5,2.2735,155,1,56,0,-55
2274.0,2.274,155,1,56,0,-55
2274.5,2.2745,155,1,56,0,-55
2275.0,2.275,154,1,55,0,-54
2275.5,2.2755,155,1,56,0,-55
2276.0,2.276,156,1,57,0,-56
2276.5,2.2765,156,1,57,0,-56
2277.0,2.277,156,1,57,0,-56
2277.5,2.2775,156,1,57,0,-56
2278.0,2.278,156,1,57,0,-56
2278.5,2.2785,156,1,57,0,-56
2279.0,2.279,154,1,56,0,-55
2279.5,2.2795,154,1,56,0,-55
2280.0,2.28,155,1,56,0,-55
2280.5,2.2805,154,1,55,0,-54
2281.0,2.281,154,1,55,0,-54
2281.5,2.2815,153,1,54,0,-53
2282.0,2.282,152,1,53,0,-52
2282.5,2.2825,153,1,54,0,-53
2283.0,2.283,154,1,55,0,-54
2283.5,2.2835,154,1,56,0,-55
2284.0,2.284,155,1,57,0,-56
2284.5,2.2845,155,1,57,0,-56
2285.0,2.285,156,1,58,0,-57
2285.5,2.2855,157,1,59,0,-58
2286.0,2.286,157,1,59,0,-58
2286.5,2.2865,153,1,56,0,-55
2287.0,2.287,152,1,55,0,-54
2287.5,2.2875,152,1,55,0,-54
2288.0,2.288,152,1,55,0,-54
2288.5,2.2885,153,1,56,0,-55
2289.0,2.289,154,1,57,0,-56
2289.5,2.2895,155,1,58,0,-57
2290.0,2.29,155,1,58,0,-57
2290.5,2.2905,155,1,58,0,-57
2291.0,2.291,155,1,58,0,-57
2291.5,2.2915,155,1,58,0,-57
2292.0,2.292,155,1,58,0,-57
2292.5,2.2925,155,1,58,0,-57
2293.0,2.293,157,1,60,0,-59
2293.5,2.2935,157,1,60,0,-59
2294.0,2.294,158,1,60,0,-59
2294.5,2.2945,158,1,60,0,-59
2295.0,2.295,157,1,60,0,-59
2295.5,2.2955,157,1,60,0,-59
2296.0,2.296,158,1,60,0,-59
2296.5,2.2965,158,1,60,0,-59
2297.0,2.297,159,1,61,0,-60
2297.5,2.2975,160,1,61,0,-60
2298.0,2.298,161,1,61,0,-60
2298.5,2.2985,161,1,61,0,-60
2299.0,2.299,160,1,60,0,-59
2299.5,2.2995,160,1,60,0,-59
2300.0,2.3,160,1,60,0,-59
2300.5,2.3005,160,1,59,0,-58
2301.0,2.301,160,1,59,0,-58
2301.5,2.3015,157,1,58,0,-57
2302.0,2.302,157,1,58,0,-57
2302.5,2.3025,157,1,58,0,-57
2303.0,2.303,157,1,58,0,-57
2303.5,2.3035,158,1,59,0,-58
2304.0,2.304,158,1,59,0,-58
2304.5,2.3045,157,1,58,0,-57
2305.0,2.305,157,1,58,0,-57
2305.5,2.3055,157,1,58,0,-57
2306.0,2.306,158,1,59,0,-58
2306.5,2.3065,158,1,59,0,-58
2307.0,2.307,156,1,57,0,-56
2307.5,2.3075,157,1,58,0,-57
2308.0,2.308,155,1,57,0,-56
2308.5,2.3085,154,1,56,0,-55
2309.0,2.309,154,1,56,0,-55
2309.5,2.3095,154,1,56,0,-55
2310.0,2.31,154,1,56,0,-55
2310.5,2.3105,156,1,58,0,-57
